Name,col.undertaken,Dob,Stream,Grade,state,city
WILLIAM,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
JACOB,goverenment,12-12-2001,BE,10,alabama,madison`
THOMAS,goverenment,20-10-2000,BE,10,alabama,madison`
JESSE,goverenment,20-10-2000,BSC,10,alabama,madison`
CHARLES,goverenment,20-10-2000,BE,8.5,arizona,decatur!
MCWILLIAM,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
PATRICK,goverenment,20-10-2000,BE,10,alabama,madison`
PATRICK,goverenment,28-04-2005,BE,10,alabama,madison`
WILLIAM,goverenment,20-10-2000,BBA,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
SAMUEL,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
CHRISTIAN,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
THOMAS,goverenment,20-10-2000,BE,10,alabama,madison`
ELEONER,goverenment,20-10-2000,BE,10,alabama,madison`
MARTIN,goverenment,20-10-2000,BE,10,alabama,madison`
MARTIN,goverenment,20-10-2000,BE,10,alabama,madison`
NEWCOMMER,goverenment,10-07-2004,ME,7.5,california,dothan@
JOHN,goverenment,20-10-2000,BCOM,10,alabama,madison`
WILLIAM,goverenment,20-10-2000,MBBS,10,alabama,madison`
PHILIP,private,20-10-2000,BE,10,alabama,madison`
STEPHEL,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
REBECAH,goverenment,20-10-2000,BE,10,alabama,madison`
SARAH,goverenment,20-10-2000,BE,9.5,alaska,auburn~
SUSANNAH,goverenment,20-10-2000,BE,10,alabama,madison`
PAUL,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
GEORGE,goverenment,20-10-2000,BE,10,alabama,madison`
GEORGE,goverenment,20-10-2000,BE,10,alabama,madison`
GEORGE,goverenment,18-11-2002,BE,8.5,arizona,decatur!
GEORGE,goverenment,12-12-2001,BTECH,10,alabama,madison`
GEORGE,goverenment,01-01-2003,BE,10,alabama,madison`
GEORGE,goverenment,20-10-2000,BE,10,alabama,madison`
GEORGE,goverenment,20-10-2000,BE,10,alabama,madison`
GEORGE,goverenment,20-10-2000,BE,10,alabama,madison`
FREDERICK,goverenment,20-10-2000,BE,10,alabama,madison`
RICHARD,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
JAMES,goverenment,20-10-2000,BSC,10,alabama,madison`
EDWARD,goverenment,20-10-2000,BE,10,alabama,madison`
PETER,goverenment,20-10-2000,MS,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
JN&JMS,goverenment,20-10-2000,BE,10,alabama,madison`
GEORGE,goverenment,20-10-2000,BE,10,alabama,madison`
GEORGE,goverenment,20-10-2000,BE,10,alabama,madison`
WALTER,goverenment,20-10-2000,BBA,10,alabama,madison`
WILLIAM,goverenment,20-10-2000,BE,10,alabama,madison`
ANN,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
THOMAS,goverenment,20-10-2000,BE,10,alabama,madison`
MATTHEW,goverenment,20-10-2000,BE,10,alabama,madison`
VALE,goverenment,20-10-2000,BE,10,alabama,madison`
JESSE,goverenment,20-10-2000,MTECH,10,alabama,madison`
FREDERICK,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN,private,20-10-2000,BE,10,alabama,madison`
DAVID,goverenment,20-10-2000,BE,5.5,Maryland,tuscaloosa$
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
HENRY,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
DANIAL,goverenment,20-10-2000,BE,10,alabama,madison`
ABRAHAM,goverenment,10-07-2004,ME,10,alabama,madison`
SAMUEL,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
ANDREW,goverenment,20-10-2000,BE,10,alabama,madison`
ADAM,goverenment,20-10-2000,BE,10,alabama,madison`
ADAM,goverenment,20-10-2000,MBBS,8.5,arizona,decatur!
MARY,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,BCOM,10,alabama,madison`
JOHN,goverenment,18-11-2002,BE,7.5,california,dothan@
MARTHA,goverenment,20-10-2000,BE,10,alabama,madison`
ROBERT,goverenment,20-10-2000,BSC,10,alabama,madison`
HENRY,goverenment,28-04-2005,BE,10,alabama,madison`
JAMES,goverenment,20-10-2000,BBA,10,alabama,madison`
LEVI,goverenment,20-10-2000,BE,10,alabama,madison`
ROBERT,goverenment,20-10-2000,BE,10,alabama,madison`
BENJAMIN,goverenment,20-10-2000,BTECH,10,alabama,madison`
FREDERICK,goverenment,20-10-2000,BE,10,alabama,madison`
WILLIAM,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
FREDERICK,goverenment,12-12-2001,BE,10,alabama,madison`
TITUS,goverenment,20-10-2000,BE,10,alabama,madison`
WILLIAM,goverenment,20-10-2000,BE,10,alabama,madison`
ROBERT,goverenment,20-10-2000,BE,10,alabama,madison`
JAMES,goverenment,20-10-2000,BE,10,alabama,madison`
GEORGE,goverenment,20-10-2000,BE,10,alabama,madison`
WILLIAM,goverenment,20-10-2000,BE,9.5,alaska,auburn~
WILLIAM,goverenment,01-01-2003,BE,10,alabama,madison`
GEORGE,goverenment,20-10-2000,BE,10,alabama,madison`
GEORGE,goverenment,20-10-2000,BE,7.5,california,dothan@
GEORGE,goverenment,20-10-2000,BE,10,alabama,madison`
WILLIAM,goverenment,20-10-2000,BE,10,alabama,madison`
WILLIAM,goverenment,20-10-2000,MS,4.5,oregon,huntsville/
ANNE,goverenment,20-10-2000,BE,10,alabama,madison`
DANIEL,goverenment,20-10-2000,BE,8.5,arizona,decatur!
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,MBBS,6.5,louisiana,hoover#
JAMES,private,20-10-2000,BE,10,alabama,madison`
FRANCIS,goverenment,20-10-2000,BE,10,alabama,madison`
JOSEPH,goverenment,20-10-2000,BE,10,alabama,madison`
REBECCA,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
WILLIAM,goverenment,20-10-2000,BE,10,alabama,madison`
SAMUEL,goverenment,10-07-2004,MTECH,10,alabama,madison`
FRANCIS,goverenment,20-10-2000,BSC,7.5,california,dothan@
JAMES,goverenment,20-10-2000,BE,10,alabama,madison`
WILLIAM,goverenment,20-10-2000,BTECH,10,alabama,madison`
WILLIAM,goverenment,20-10-2000,ME,10,alabama,madison`
EPHRAIM,goverenment,18-11-2002,BE,10,alabama,madison`
CHRISTIAN,goverenment,20-10-2000,BE,10,alabama,madison`
FREDERICK,goverenment,20-10-2000,BE,10,alabama,madison`
JACOB,goverenment,28-04-2005,BE,10,alabama,madison`
WILLIAM,goverenment,20-10-2000,BE,10,alabama,madison`
CALEB,goverenment,20-10-2000,BE,10,alabama,madison`
MARY,goverenment,20-10-2000,BE,10,alabama,madison`
SARAH,private,20-10-2000,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
GEORGE,goverenment,20-10-2000,BE,10,alabama,madison`
ROBERT,goverenment,20-10-2000,BE,10,alabama,madison`
PHILIP,goverenment,20-10-2000,BBA,10,alabama,madison`
HENRY,goverenment,20-10-2000,BE,10,alabama,madison`
STEPHEN,goverenment,20-10-2000,BE,10,alabama,madison`
ROBERT JR,goverenment,20-10-2000,BE,10,alabama,madison`
JOSEPH,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
ROYER,goverenment,20-10-2000,BE,10,alabama,madison`
PHILIP,goverenment,20-10-2000,BCOM,5.5,Maryland,tuscaloosa$
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
JAMES,goverenment,12-12-2001,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
WILLIAM,goverenment,20-10-2000,BE,8.5,arizona,decatur!
DANIEL,goverenment,20-10-2000,BE,10,alabama,madison`
DANIEL,goverenment,20-10-2000,BE,7.5,california,dothan@
ADAM,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,BSC,10,alabama,madison`
TEAGUE,goverenment,20-10-2000,BE,10,alabama,madison`
GEORGE,private,10-07-2004,MS,10,alabama,madison`
JOHN,goverenment,01-01-2003,BE,9.5,alaska,auburn~
GEORGE,goverenment,20-10-2000,MBBS,10,alabama,madison`
JAMES,goverenment,20-10-2000,BTECH,4.5,oregon,huntsville/
JOHN,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
THOMAS,goverenment,20-10-2000,BE,10,alabama,madison`
PATRICK,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN JR,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN SR,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
JAMES,goverenment,20-10-2000,ME,10,alabama,madison`
JAMES,goverenment,28-04-2005,BE,10,alabama,madison`
JOHN SR,goverenment,20-10-2000,BE,10,alabama,madison`
JAMES JR,goverenment,20-10-2000,BE,10,alabama,madison`
ELIZ&MARY,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
ROBERT,goverenment,20-10-2000,BE,10,alabama,madison`
JEREMIAH,goverenment,20-10-2000,BE,10,alabama,madison`
WILLIAM,goverenment,20-10-2000,BE,10,alabama,madison`
WILLIAM,goverenment,20-10-2000,BE,10,alabama,madison`
BENJAMIN,goverenment,20-10-2000,BE,10,alabama,madison`
RICHARD,goverenment,20-10-2000,BBA,10,alabama,madison`
JOSHUA,goverenment,20-10-2000,MTECH,10,alabama,madison`
SAMUEL,goverenment,18-11-2002,BE,3.5,Pennsylvania,prattville*
JAMES,goverenment,20-10-2000,BE,10,alabama,madison`
EDWARD,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
REBECCA,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
JAMES,goverenment,20-10-2000,BSC,10,alabama,madison`
BENJAMIN,goverenment,20-10-2000,BE,10,alabama,madison`
GEORGE,goverenment,20-10-2000,BE,10,alabama,madison`
WILLIAM,goverenment,20-10-2000,BE,10,alabama,madison`
EPHRAIM,goverenment,20-10-2000,BE,8.5,arizona,decatur!
FREDERICK,goverenment,12-12-2001,BE,10,alabama,madison`
FREDERICK,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
BARTLY,goverenment,20-10-2000,BTECH,10,alabama,madison`
JOSEPH,goverenment,20-10-2000,BE,10,alabama,madison`
WILLIAM,goverenment,20-10-2000,BE,10,alabama,madison`
GEO&JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
GEO&JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN,goverenment,28-04-2005,BE,10,alabama,madison`
SAMUEL,goverenment,10-07-2004,BE,10,alabama,madison`
SAMUEL,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
MICHAEL,goverenment,20-10-2000,MBBS,7.5,california,dothan@
JOHN,goverenment,20-10-2000,BE,9.5,alaska,auburn~
JOHN,goverenment,20-10-2000,BCOM,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
JOSEPH,goverenment,20-10-2000,MS,10,alabama,madison`
VINCANT,goverenment,20-10-2000,ME,10,alabama,madison`
ABRM&JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN JR,goverenment,20-10-2000,BBA,10,alabama,madison`
JACOB,goverenment,01-01-2003,BE,4.5,oregon,huntsville/
JACOB,goverenment,20-10-2000,BE,10,alabama,madison`
DANIEL,goverenment,20-10-2000,BE,10,alabama,madison`
BENJAMIN,goverenment,20-10-2000,BE,10,alabama,madison`
BENJAMIN,goverenment,20-10-2000,BE,10,alabama,madison`
THOMAS,goverenment,20-10-2000,BE,10,alabama,madison`
THOMAS,goverenment,20-10-2000,BE,10,alabama,madison`
THOMAS,goverenment,20-10-2000,BE,10,alabama,madison`
SAMUEL,goverenment,20-10-2000,BE,10,alabama,madison`
CHARLES,goverenment,20-10-2000,BE,10,alabama,madison`
CHRISTIAN,goverenment,20-10-2000,BE,10,alabama,madison`
MARGARET,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,BSC,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
PETER,goverenment,20-10-2000,BTECH,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
ALEXANDER,goverenment,20-10-2000,BE,10,alabama,madison`
THOMAS,goverenment,20-10-2000,BE,10,alabama,madison`
RICHARD,goverenment,20-10-2000,BE,10,alabama,madison`
RACHEL,goverenment,18-11-2002,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,MTECH,5.5,Maryland,tuscaloosa$
BENJAMIN,goverenment,28-04-2005,BE,10,alabama,madison`
MARY,goverenment,10-07-2004,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
RICHARD,private,20-10-2000,BE,8.5,arizona,decatur!
JOSEPH,goverenment,20-10-2000,BE,7.5,california,dothan@
JOHN,goverenment,20-10-2000,ME,2.5,vermont,gadsden+
ISAAC,goverenment,20-10-2000,BE,10,alabama,madison`
STILLWEL,goverenment,12-12-2001,BE,10,alabama,madison`
STILLWEL,goverenment,20-10-2000,BE,9.5,alaska,auburn~
JACOB,goverenment,20-10-2000,BE,10,alabama,madison`
BENJAMIN,goverenment,20-10-2000,BBA,10,alabama,madison`
BENJAMIN,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
BENJAMIN,goverenment,20-10-2000,BE,10,alabama,madison`
BENJAMIN,goverenment,20-10-2000,BE,10,alabama,madison`
CHRISTIAN,goverenment,20-10-2000,BE,10,alabama,madison`
GEORGE,goverenment,20-10-2000,BE,10,alabama,madison`
GEORGE,goverenment,20-10-2000,BE,10,alabama,madison`
ALEXANDER,goverenment,20-10-2000,BSC,10,alabama,madison`
BENJAMIN,goverenment,20-10-2000,MBBS,10,alabama,madison`
SAMUEL,private,20-10-2000,BE,10,alabama,madison`
JAMES,goverenment,01-01-2003,BE,10,alabama,madison`
JAMES,goverenment,20-10-2000,BE,10,alabama,madison`
FREDERICK,goverenment,20-10-2000,BE,10,alabama,madison`
JOHN,goverenment,20-10-2000,BCOM,10,alabama,madison`
JOHN,goverenment,20-10-2000,BE,10,alabama,madison`
DAVID,goverenment,20-10-2000,BE,10,alabama,madison`
Last Name,goverenment,20-10-2000,BE,10,alabama,madison`
Ackerman,goverenment,20-10-2000,BE,10,alabama,madison`
Albright,goverenment,20-10-2000,MS,10,alabama,madison`
Albright,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Algeiger,goverenment,20-10-2000,BE,10,alabama,madison`
Atlee,goverenment,20-10-2000,BE,10,alabama,madison`
Anne,goverenment,20-10-2000,BE,10,alabama,madison`
Atlee,goverenment,20-10-2000,BE,10,alabama,madison`
Armstrong,goverenment,20-10-2000,BE,10,alabama,madison`
Atkinson,goverenment,20-10-2000,BE,10,alabama,madison`
Ackerman,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Assamus,goverenment,20-10-2000,BE,10,alabama,madison`
Anne,goverenment,20-10-2000,BE,10,alabama,madison`
Albright,goverenment,20-10-2000,BE,7.5,california,dothan@
Averell,goverenment,20-10-2000,BTECH,10,alabama,madison`
Allen,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
Amwake,goverenment,20-10-2000,BE,10,alabama,madison`
Adams,goverenment,10-07-2004,BE,10,alabama,madison`
Anne,goverenment,28-04-2005,BE,10,alabama,madison`
Appen,goverenment,20-10-2000,BE,10,alabama,madison`
App,goverenment,20-10-2000,BE,10,alabama,madison`
Ackerman,goverenment,20-10-2000,BE,10,alabama,madison`
Albright,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Afflebach,goverenment,20-10-2000,BE,10,alabama,madison`
Ackerman,goverenment,20-10-2000,BSC,10,alabama,madison`
Atkinson,goverenment,20-10-2000,ME,10,alabama,madison`
Albright,goverenment,12-12-2001,BBA,10,alabama,madison`
Axer,goverenment,20-10-2000,MTECH,2.5,vermont,gadsden+
Bear,goverenment,20-10-2000,BE,10,alabama,madison`
Bank,goverenment,20-10-2000,BE,10,alabama,madison`
Bank,goverenment,20-10-2000,BE,10,alabama,madison`
Bank,goverenment,18-11-2002,MBBS,10,alabama,madison`
Bank,private,20-10-2000,BE,10,alabama,madison`
Bruner,goverenment,20-10-2000,BE,10,alabama,madison`
Broom,goverenment,20-10-2000,BE,10,alabama,madison`
Borter,goverenment,20-10-2000,BE,10,alabama,madison`
Benedict,goverenment,20-10-2000,BE,10,alabama,madison`
Benedict,goverenment,20-10-2000,BE,10,alabama,madison`
Benedict,goverenment,20-10-2000,BE,10,alabama,madison`
Bruner,goverenment,20-10-2000,BE,5.5,Maryland,tuscaloosa$
Bruner,goverenment,20-10-2000,BE,10,alabama,madison`
Bartle,goverenment,20-10-2000,BE,10,alabama,madison`
Brown,goverenment,20-10-2000,BE,10,alabama,madison`
Breneman,goverenment,20-10-2000,BE,10,alabama,madison`
Bethel,goverenment,20-10-2000,BE,10,alabama,madison`
Bush,goverenment,20-10-2000,BCOM,10,alabama,madison`
Buck,goverenment,20-10-2000,BE,10,alabama,madison`
Buckius,goverenment,10-07-2004,BE,10,alabama,madison`
Breneman,goverenment,01-01-2003,BE,10,alabama,madison`
Barnett,goverenment,20-10-2000,BE,10,alabama,madison`
Bowers,goverenment,20-10-2000,BE,10,alabama,madison`
Bowman,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Ball,goverenment,20-10-2000,BE,10,alabama,madison`
Barton,goverenment,20-10-2000,MS,10,alabama,madison`
Brilhart,goverenment,20-10-2000,BSC,10,alabama,madison`
Brown,goverenment,20-10-2000,BE,10,alabama,madison`
Buckius,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Bowring,goverenment,20-10-2000,BE,10,alabama,madison`
Burns,goverenment,20-10-2000,BE,10,alabama,madison`
Bundle,goverenment,20-10-2000,BTECH,10,alabama,madison`
Bear,goverenment,20-10-2000,BE,10,alabama,madison`
Barton,goverenment,28-04-2005,BE,3.5,Pennsylvania,prattville*
Burk,goverenment,20-10-2000,BE,10,alabama,madison`
Bomberger,goverenment,20-10-2000,BBA,7.5,california,dothan@
Boughtner,goverenment,20-10-2000,BE,10,alabama,madison`
Bahson,goverenment,20-10-2000,BE,10,alabama,madison`
Breuderly,goverenment,20-10-2000,MTECH,6.5,louisiana,hoover#
Brillhard,goverenment,18-11-2002,BE,8.5,arizona,decatur!
Baumgardner,goverenment,20-10-2000,BE,10,alabama,madison`
Borter,goverenment,20-10-2000,BE,10,alabama,madison`
Bodell,goverenment,20-10-2000,ME,10,alabama,madison`
Blassing,goverenment,20-10-2000,BE,10,alabama,madison`
Bowman,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
Bryson,goverenment,20-10-2000,BE,10,alabama,madison`
Beam,goverenment,20-10-2000,BE,10,alabama,madison`
Beam,goverenment,20-10-2000,BE,10,alabama,madison`
Brossius,goverenment,20-10-2000,BE,10,alabama,madison`
Brown,goverenment,10-07-2004,BE,10,alabama,madison`
Bomberger,goverenment,20-10-2000,BE,10,alabama,madison`
Broom,goverenment,20-10-2000,BE,10,alabama,madison`
Brunner,goverenment,20-10-2000,BE,10,alabama,madison`
Bitner,goverenment,20-10-2000,BE,10,alabama,madison`
Boon,goverenment,20-10-2000,MBBS,10,alabama,madison`
Boys,goverenment,12-12-2001,BE,10,alabama,madison`
Bennet,goverenment,20-10-2000,BSC,10,alabama,madison`
Baumiller,goverenment,20-10-2000,BE,10,alabama,madison`
Bruner,goverenment,20-10-2000,BE,10,alabama,madison`
Baker,goverenment,20-10-2000,BE,10,alabama,madison`
Bowman,goverenment,20-10-2000,BE,10,alabama,madison`
Benner,goverenment,20-10-2000,BE,10,alabama,madison`
Bundle,goverenment,28-04-2005,BE,10,alabama,madison`
Brintnall,goverenment,20-10-2000,BE,10,alabama,madison`
Bachman,goverenment,20-10-2000,BE,10,alabama,madison`
Brunner,goverenment,01-01-2003,BE,9.5,alaska,auburn~
Barton,goverenment,18-11-2002,BE,8.5,arizona,decatur!
Bryson,goverenment,20-10-2000,BE,10,alabama,madison`
Brown,goverenment,20-10-2000,BCOM,10,alabama,madison`
Bubb,private,20-10-2000,BE,10,alabama,madison`
Block,goverenment,20-10-2000,BE,10,alabama,madison`
Breneman,goverenment,20-10-2000,BE,10,alabama,madison`
Balding,goverenment,20-10-2000,BE,10,alabama,madison`
Buchanan,goverenment,20-10-2000,MS,10,alabama,madison`
Bristol,goverenment,20-10-2000,BE,10,alabama,madison`
Boas,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
Bowman,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Buckius,goverenment,20-10-2000,BE,10,alabama,madison`
Brown,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Bomberger,goverenment,10-07-2004,BTECH,10,alabama,madison`
Burrows,goverenment,20-10-2000,BBA,10,alabama,madison`
Beates,goverenment,20-10-2000,BE,10,alabama,madison`
Brock,private,20-10-2000,BE,10,alabama,madison`
Beam,goverenment,20-10-2000,BE,7.5,california,dothan@
Bier,goverenment,20-10-2000,BE,10,alabama,madison`
Boot,goverenment,20-10-2000,BE,10,alabama,madison`
Brown,goverenment,20-10-2000,BE,7.5,california,dothan@
Beck,goverenment,20-10-2000,BE,10,alabama,madison`
Beachy,goverenment,20-10-2000,BE,5.5,Maryland,tuscaloosa$
Boyle,goverenment,20-10-2000,BSC,2.5,vermont,gadsden+
Byerly,goverenment,20-10-2000,BE,10,alabama,madison`
Breneman,goverenment,20-10-2000,BE,10,alabama,madison`
Bachman,goverenment,20-10-2000,BE,10,alabama,madison`
Barnes,goverenment,20-10-2000,MBBS,10,alabama,madison`
Bennet,goverenment,20-10-2000,BE,10,alabama,madison`
Berow,goverenment,20-10-2000,MTECH,10,alabama,madison`
Blanks,goverenment,20-10-2000,ME,10,alabama,madison`
Bachman,goverenment,20-10-2000,BE,10,alabama,madison`
Bier,goverenment,20-10-2000,BE,10,alabama,madison`
Burk,goverenment,20-10-2000,BE,10,alabama,madison`
Bausman,goverenment,20-10-2000,BE,10,alabama,madison`
Brooks,goverenment,28-04-2005,BE,10,alabama,madison`
Beck,goverenment,20-10-2000,BE,10,alabama,madison`
Breneman,goverenment,20-10-2000,BE,10,alabama,madison`
Bomberger,goverenment,20-10-2000,BE,10,alabama,madison`
Brooks,goverenment,20-10-2000,BE,8.5,arizona,decatur!
Beaumont,private,20-10-2000,BE,10,alabama,madison`
Barnet,goverenment,20-10-2000,BE,7.5,california,dothan@
Bowers,goverenment,20-10-2000,BE,10,alabama,madison`
Boyle,goverenment,20-10-2000,BE,10,alabama,madison`
Bryan,goverenment,20-10-2000,BE,10,alabama,madison`
Brown,goverenment,20-10-2000,BE,10,alabama,madison`
Bundle,goverenment,10-07-2004,MS,10,alabama,madison`
Beates,goverenment,01-01-2003,BBA,10,alabama,madison`
Cooper,goverenment,18-11-2002,BE,10,alabama,madison`
Carpenter,goverenment,20-10-2000,BE,10,alabama,madison`
Cordes,goverenment,20-10-2000,BE,10,alabama,madison`
Christ,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Conner,goverenment,20-10-2000,BE,10,alabama,madison`
Craig,goverenment,20-10-2000,BE,10,alabama,madison`
Carson,goverenment,20-10-2000,BE,10,alabama,madison`
Cosgrove,goverenment,20-10-2000,BE,10,alabama,madison`
Carpenter,goverenment,20-10-2000,BSC,2.5,vermont,gadsden+
Champneys,goverenment,20-10-2000,BE,10,alabama,madison`
Clarkson,goverenment,20-10-2000,BTECH,10,alabama,madison`
Cowhawk,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
Christ,goverenment,20-10-2000,BE,10,alabama,madison`
Cole,goverenment,20-10-2000,BE,10,alabama,madison`
Corey,goverenment,20-10-2000,BCOM,10,alabama,madison`
Culbert,goverenment,20-10-2000,BE,10,alabama,madison`
Cook,goverenment,20-10-2000,BE,10,alabama,madison`
Coleman,goverenment,28-04-2005,BE,10,alabama,madison`
Cockley,goverenment,20-10-2000,MBBS,10,alabama,madison`
Cordes,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Clair,goverenment,20-10-2000,BE,10,alabama,madison`
Coyle,goverenment,20-10-2000,BE,10,alabama,madison`
Carson,goverenment,12-12-2001,BE,9.5,alaska,auburn~
Carpenter,goverenment,20-10-2000,BE,10,alabama,madison`
Carpenter,goverenment,20-10-2000,ME,7.5,california,dothan@
Cox,goverenment,18-11-2002,BE,10,alabama,madison`
Carpenter,goverenment,20-10-2000,BE,5.5,Maryland,tuscaloosa$
Cameron,goverenment,20-10-2000,BE,10,alabama,madison`
Conner,goverenment,20-10-2000,MS,10,alabama,madison`
Chambers,goverenment,20-10-2000,BE,10,alabama,madison`
Cooper,goverenment,20-10-2000,BE,10,alabama,madison`
Chandler,goverenment,20-10-2000,BE,10,alabama,madison`
Cunningham,goverenment,20-10-2000,MTECH,10,alabama,madison`
Carr,goverenment,20-10-2000,BE,10,alabama,madison`
Cox,goverenment,20-10-2000,BE,10,alabama,madison`
Cox,goverenment,20-10-2000,BBA,10,alabama,madison`
Carpenter,goverenment,20-10-2000,BE,10,alabama,madison`
Coyle,goverenment,10-07-2004,BE,10,alabama,madison`
Carpenter,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
Cassidy,goverenment,20-10-2000,BE,10,alabama,madison`
Cassidy,goverenment,20-10-2000,BE,10,alabama,madison`
Campbell,goverenment,20-10-2000,BSC,10,alabama,madison`
Corey,goverenment,20-10-2000,BE,8.5,arizona,decatur!
Clark,goverenment,20-10-2000,BTECH,10,alabama,madison`
Cameron,goverenment,28-04-2005,BE,10,alabama,madison`
Carpenter,goverenment,20-10-2000,BE,10,alabama,madison`
Campbell,goverenment,20-10-2000,BE,10,alabama,madison`
Campbell,goverenment,01-01-2003,BE,10,alabama,madison`
Cornyn,goverenment,20-10-2000,MBBS,3.5,Pennsylvania,prattville*
Campbell,goverenment,20-10-2000,BE,10,alabama,madison`
Campbell,goverenment,20-10-2000,BE,10,alabama,madison`
Dunn,goverenment,20-10-2000,BE,10,alabama,madison`
Dern,goverenment,20-10-2000,BE,10,alabama,madison`
Dorwart,goverenment,20-10-2000,BE,5.5,Maryland,tuscaloosa$
Duchman,goverenment,20-10-2000,BE,10,alabama,madison`
Danner,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Donnelly,goverenment,20-10-2000,BE,10,alabama,madison`
Dorwart,goverenment,20-10-2000,BE,10,alabama,madison`
Doersh,goverenment,20-10-2000,MS,10,alabama,madison`
Donnaughey,goverenment,20-10-2000,BE,10,alabama,madison`
Davy,private,20-10-2000,BE,10,alabama,madison`
Diller,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Duncan,goverenment,18-11-2002,BE,10,alabama,madison`
Downey,goverenment,20-10-2000,ME,7.5,california,dothan@
Drost,goverenment,20-10-2000,BE,10,alabama,madison`
Dorwart,goverenment,20-10-2000,BE,10,alabama,madison`
Donnaughey,goverenment,20-10-2000,BE,10,alabama,madison`
